Kategori;Merek;Tahun;Mesin;Tenaga (BHP);Torsi (lb⋅ft);Berat (lbs);Source URL,,
Vans %26 Utility;Morris;1960s;0.0L to 0.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;1000 to 1499 lbs;https://forza.fandom.com/wiki/Morris_Mini-Traveller,,
Vans %26 Utility;GMC;1990s;4.0L to 4.9L Displacement, Turbocharged;200 to 299 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/GMC_Typhoon,
Vans %26 Utility;Ford;2010s;5.0L to 5.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Ford_FPV_Limited_Edition_Pursuit_Ute,
Vans %26 Utility;Chevrolet;1970s;7.0L to 7.9L Displacement, V8;400 to 499 bhp;500 to 599 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Chevrolet_El_Camino_Super_Sport_454,
Vans %26 Utility;Morris;1950s;0.0L to 0.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Morris_Minor_Series_II_Traveler,,
Vans %26 Utility;Volkswagen;1980s;1.0L to 1.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Volkswagen_Pickup_LX,,
Vans %26 Utility;HSV;2010s;6.0L to 6.9L Displacement, V8;500 to 599 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/HSV_Limited_Edition_Gen-F_GTS_Maloo,
Vans %26 Utility;SUBARU;1980s;1.0L to 1.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/SUBARU_BRAT_GL,,
Vans %26 Utility;Holden;1970s;5.0L to 5.9L Displacement, V8;200 to 299 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Holden_Sandman_HQ_Panelvan,
Vans %26 Utility;Ford;2010s;3.0L to 3.9L Displacement, Turbocharged;100 to 199 bhp;300 to 399 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Ford_Transit_SuperSportVan,
Vans %26 Utility;Wuling;2010s;1.0L to 1.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Wuling_Sunshine_S,,
Vans %26 Utility;GMC;1990s;4.0L to 4.9L Displacement, Turbocharged;200 to 299 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/GMC_Syclone,
Vans %26 Utility;Ford;1960s;1.0L to 1.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Ford_Transit,,
Vans %26 Utility;Volkswagen;1960s;1.0L to 1.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Volkswagen_Double_Cab_Pick-Up,,
Vans %26 Utility;Ford;2000s;5.0L to 5.9L Displacement, V8;300 to 399 bhp;400 to 499 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Ford_F-150_SVT_Lightning,
Vans %26 Utility;GMC;1980s;5.0L to 5.9L Displacement, V8;100 to 199 bhp;200 to 299 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/GMC_Vandura_G-1500,
Vintage Racers;Bugatti;1920s;2.0L to 2.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Bugatti_Type_35_C,,
Vintage Racers;Mercedes-Benz;1930s;3.0L to 3.9L Displacement;400 to 499 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Mercedes-Benz_W154,,
Vintage Racers;Napier;1930s;20.0L Displacement and more;500 to 599 bhp;1200 to 1299 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Napier_Napier-Railton,,
Vintage Racers;Auto;1930s;3.0L to 3.9L Displacement;400 to 499 bhp;400 to 499 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Auto_Union_Type_D,,
Vintage Racers;Bentley;1930s;4.0L to 4.9L Displacement;100 to 199 bhp;300 to 399 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Bentley_Blower_4-1/2_Litre_Supercharged,,
Vintage Racers;Maserati;1930s;3.0L to 3.9L Displacement;300 to 399 bhp;300 to 399 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Maserati_8CTF,,
Rods and Customs;Hot;1950s;5.0L to 5.9L Displacement, V8;300 to 399 bhp;400 to 499 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Hot_Wheels_Nash_Metropolitan_Custom,
Rods and Customs;Ford;1930s;3.0L to 3.9L Displacement, V8;0 to 99 bhp;100 to 199 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Ford_De_Luxe_Five-Window_Coupe,
Rods and Customs;Chevrolet;1950s;4.0L to 4.9L Displacement, V8;200 to 299 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Chevrolet_Bel_Air,
Rods and Customs;Chevrolet;1960s;6.0L to 6.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Chevrolet_Impala_Super_Sport_409,
Rods and Customs;DeBerti;1960s;5.0L to 5.9L Displacement, V8;800 to 899 bhp;700 to 799 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/DeBerti_Ford_Econoline_%27Shop_Rod%27,
Rods and Customs;Ford;1940s;3.0L to 3.9L Displacement, V8;100 to 199 bhp;100 to 199 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Ford_Super_Deluxe_Station_Wagon,
Rods and Customs;Hot;1960s;16.0L to 16.9L Displacement, Dual V8;1400 to 1499 bhp;1400 to 1499 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Hot_Wheels_Twin_Mill,
Rods and Customs;Ford;1950s;4.0L to 4.9L Displacement, V8;100 to 199 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Ford_F-100,
Rods and Customs;Hot;2000s;5.0L to 5.9L Displacement, V8;700 to 799 bhp;600 to 699 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Hot_Wheels_Deora_II,
Rods and Customs;Hoonigan;1950s;5.0L to 5.9L Displacement, V8;400 to 499 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Hoonigan_Chevrolet_Bel_Air,
Rods and Customs;Plymouth;1950s;5.0L to 5.9L Displacement, V8;300 to 399 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Plymouth_Fury,
Rods and Customs;Chevrolet;1950s;N/A;300 to 399 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Chevrolet_%22Barbie_Movie%22_Corvette_EV,,
Rods and Customs;Hot;1940s;7.0L to 7.9L Displacement, Turbocharged, V8;400 to 499 bhp;600 to 699 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Hot_Wheels_Ford_F-5_Dually_Custom_Hot_Rod
Rods and Customs;Lincoln;1960s;7.0L to 7.9L Displacement, V8;300 to 399 bhp;400 to 499 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Lincoln_Continental_(1962),
Rods and Customs;Chevrolet;1950s;4.0L to 4.9L Displacement, V8;100 to 199 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Chevrolet_150_Utility_Sedan,
Rods and Customs;Hot;2010s;3.0L to 3.9L Displacement, Turbocharged;600 to 699 bhp;600 to 699 lb⋅ft;1500 to 1999 lbs;https://forza.fandom.com/wiki/Hot_Wheels_2JetZ,
Rods and Customs;DeBerti;1960s;6.0L to 6.9L Displacement, V8;1000 to 1099 bhp;900 to 999 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/DeBerti_Chevrolet_C10_%27Slayer%27,
Rods and Customs;Hot;2010s;5.0L to 5.9L Displacement, V8;400 to 499 bhp;300 to 399 lb⋅ft;2000 to 2499 lbs;https://forza.fandom.com/wiki/Hot_Wheels_Bone_Shaker,
Rods and Customs;Ford;1940s;3.0L to 3.9L Displacement, V8;0 to 99 bhp;100 to 199 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Ford_De_Luxe_Coupe,
Sports Utility Heroes;Dodge;2010s;6.0L to 6.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;5500 to 5999 lbs;https://forza.fandom.com/wiki/Dodge_Durango_SRT,
Sports Utility Heroes;Maserati;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged;400 to 499 bhp;400 to 499 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Maserati_Levante_S,
Sports Utility Heroes;Kia;2020s;N/A;500 to 599 bhp;500 to 599 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Kia_EV6_GT,,
Sports Utility Heroes;Porsche;2010s;2.0L to 2.9L Displacement, Twin-Turbocharged;400 to 499 bhp;400 to 499 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Porsche_Macan_Turbo_(2019),
Sports Utility Heroes;CUPRA;2020s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/CUPRA_Formentor_VZ5,
Sports Utility Heroes;Jeep;2010s;6.0L to 6.9L Displacement, V8;400 to 499 bhp;400 to 499 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Jeep_Grand_Cherokee_SRT,
Sports Utility Heroes;Rivian;2020s;N/A;800 to 899 bhp;1200 to 1299 lb⋅ft;6500 to 6999 lbs;https://forza.fandom.com/wiki/Rivian_R1S,,
Sports Utility Heroes;Jeep;2010s;6.0L to 6.9L Displacement, V8;700 to 799 bhp;600 to 699 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Jeep_Grand_Cherokee_Trackhawk,
Sports Utility Heroes;BMW;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/BMW_X6_M_(2015)
Sports Utility Heroes;Bentley;2010s;6.0L to 6.9L Displacement, Twin-Turbocharged;500 to 599 bhp;600 to 699 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Bentley_Bentayga,
Sports Utility Heroes;Aston;2020s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Aston_Martin_DBX
Sports Utility Heroes;Jaguar;2010s;3.0L to 3.9L Displacement;300 to 399 bhp;300 to 399 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Jaguar_F-PACE_S,,
Sports Utility Heroes;BMW;2020s;N/A;500 to 599 bhp;500 to 599 lb⋅ft;5500 to 5999 lbs;https://forza.fandom.com/wiki/BMW_iX_xDrive50,,
Sports Utility Heroes;Porsche;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Porsche_Cayenne_Turbo_(2018)
Sports Utility Heroes;Lamborghini;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;600 to 699 bhp;600 to 699 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Lamborghini_Urus
Sports Utility Heroes;Hyundai;2020s;N/A;600 to 699 bhp;500 to 599 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Hyundai_IONIQ_5_N,,
Sports Utility Heroes;Hyundai;2020s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Hyundai_Kona_N,
Sports Utility Heroes;Land;2020s;3.0L to 3.9L Displacement, Turbocharged;300 to 399 bhp;400 to 499 lb⋅ft;5500 to 5999 lbs;https://forza.fandom.com/wiki/Land_Rover_Defender_110_X,
Sports Utility Heroes;Jaguar;2010s;N/A;300 to 399 bhp;500 to 599 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Jaguar_I-Pace,,
Sports Utility Heroes;BMW;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/BMW_X5_M
Sports Utility Heroes;CUPRA;2020s;N/A;300 to 399 bhp;300 to 399 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/CUPRA_Tavascan_Concept,,
Sports Utility Heroes;MINI;2010s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/MINI_John_Cooper_Works_Countryman_ALL4,
Sports Utility Heroes;Land;2010s;3.0L to 3.9L Displacement;300 to 399 bhp;300 to 399 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Land_Rover_Range_Rover_Velar_First_Edition,,
Sports Utility Heroes;Dodge;2020s;6.0L to 6.9L Displacement, V8;700 to 799 bhp;600 to 699 lb⋅ft;5500 to 5999 lbs;https://forza.fandom.com/wiki/Dodge_Durango_SRT_Hellcat,
Sports Utility Heroes;Lynk;2020s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Lynk_%26_Co_05%2B,
Sports Utility Heroes;Land;2010s;5.0L to 5.9L Displacement, V8;500 to 599 bhp;500 to 599 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Land_Rover_Range_Rover_Sport_SVR,
Super GT;Mercedes-AMG;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Mercedes-AMG_GT_R
Super GT;Aston;2010s;5.0L to 5.9L Displacement;500 to 599 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Aston_Martin_V12_Vantage_S,,
Super GT;Mercedes-Benz;2010s;6.0L to 6.9L Displacement, V8;500 to 599 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Mercedes-Benz_SLS_AMG,
Super GT;Ferrari;2010s;6.0L to 6.9L Displacement;700 to 799 bhp;500 to 599 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Ferrari_F12tdf,,
Super GT;Ferrari;2010s;6.0L to 6.9L Displacement;600 to 699 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Ferrari_599_GTO,,
Super GT;Ferrari;2010s;6.0L to 6.9L Displacement;600 to 699 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Ferrari_GTC4Lusso,,
Super GT;Ferrari;2010s;6.0L to 6.9L Displacement;700 to 799 bhp;500 to 599 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Ferrari_Monza_SP2,,
Super GT;Ferrari;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Ferrari_Portofino
Super GT;McLaren;2020s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;600 to 699 bhp;400 to 499 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/McLaren_GT
Super GT;Aston;2010s;7.0L to 7.9L Displacement;700 to 799 bhp;500 to 599 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Aston_Martin_One-77,,
Super GT;Ferrari;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Ferrari_California_T
Super GT;Mercedes-AMG;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Mercedes-AMG_GT_S
Super GT;Mercedes-Benz;2000s;6.0L to 6.9L Displacement, Twin-Turbocharged;600 to 699 bhp;700 to 799 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Mercedes-Benz_SL_65_AMG_Black_Series,
Super GT;Aston;2010s;5.0L to 5.9L Displacement, Twin-Turbocharged;600 to 699 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Aston_Martin_DB11,
Super GT;Aston;2010s;5.0L to 5.9L Displacement;500 to 599 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Aston_Martin_Vanquish_Zagato_Coup%C3%A9,,
Super GT;Ferrari;2010s;6.0L to 6.9L Displacement;700 to 799 bhp;500 to 599 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Ferrari_812_Superfast,,
Super GT;Aston;2010s;5.0L to 5.9L Displacement, Twin-Turbocharged;700 to 799 bhp;600 to 699 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Aston_Martin_DBS_Superleggera,
Super GT;Ferrari;2020s;3.0L to 3.9L Displacement, Twin-Turbocharged, V8;600 to 699 bhp;500 to 599 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Ferrari_Roma
Super Hot Hatch;Audi;2010s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Audi_RS_3_Sportback,
Super Hot Hatch;Renault;2010s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Renault_Megane_R.S._250,
Super Hot Hatch;Ford;2010s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Ford_Focus_RS_(2017),
Super Hot Hatch;Volkswagen;2020s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Volkswagen_Golf_R_(2022),
Super Hot Hatch;Ford;2000s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Ford_Focus_RS_(2009),
Super Hot Hatch;Hyundai;2010s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Hyundai_Veloster_N,
Super Hot Hatch;Mercedes-Benz;2010s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Mercedes-Benz_A_45_AMG,
Super Hot Hatch;MINI;1960s;1.0L to 1.9L Displacement;0 to 99 bhp;0 to 99 lb⋅ft;1000 to 1499 lbs;https://forza.fandom.com/wiki/MINI_Cooper_S,,
Super Hot Hatch;Volkswagen;2020s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Volkswagen_Golf_R_(2021),
Super Hot Hatch;Hyundai;2020s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Hyundai_i30_N,
Super Hot Hatch;Renault;2010s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Renault_Clio_R.S._16_Concept,
Super Hot Hatch;MINI;2020s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/MINI_John_Cooper_Works_GP_(2021),
Super Hot Hatch;Ford;2020s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Ford_Focus_ST_(2022),
Super Hot Hatch;Volkswagen;2010s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Volkswagen_Golf_R_(2010),
Super Hot Hatch;Renault;2000s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;2500 to 2999 lbs;https://forza.fandom.com/wiki/Renault_M%C3%A9gane_R26.R,
Super Hot Hatch;Honda;2010s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Honda_Civic_Type_R_(2015),
Super Hot Hatch;Honda;2010s;2.0L to 2.9L Displacement, Turbocharged;300 to 399 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Honda_Civic_Type_R_(2018),
Super Hot Hatch;Volkswagen;2010s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Volkswagen_Golf_R_(2014),
Super Hot Hatch;Renault;2010s;1.0L to 1.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Renault_Megane_R.S.,
Super Saloons;BMW;2020s;3.0L to 3.9L Displacement, Twin-Turbocharged;400 to 499 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/BMW_M2_(2023),
Super Saloons;Mercedes-Benz;2000s;5.0L to 5.9L Displacement, V8;400 to 499 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Mercedes-Benz_E_55_AMG_Wagon,
Super Saloons;Lexus;2010s;5.0L to 5.9L Displacement, V8;400 to 499 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Lexus_RC_F,
Super Saloons;Nissan;2010s;1.0L to 1.9L Displacement, Turbocharged;100 to 199 bhp;100 to 199 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/Nissan_Sentra_NISMO,
Super Saloons;Audi;2010s;4.0L to 4.9L Displacement, V8;400 to 499 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Audi_RS_5_Coup%C3%A9_(2011),
Super Saloons;Mercedes-Benz;2010s;5.0L to 5.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Mercedes-Benz_E_63_AMG_(2013)
Super Saloons;Porsche;2020s;N/A;700 to 799 bhp;700 to 799 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Porsche_Taycan_Cross_Turismo_Turbo_S,,
Super Saloons;BMW;2000s;4.0L to 4.9L Displacement, V8;400 to 499 bhp;200 to 299 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/BMW_M3_(2008),
Super Saloons;Infiniti;2010s;3.0L to 3.9L Displacement, Twin-Turbocharged;400 to 499 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Infiniti_Q60_Concept,
Super Saloons;Audi;2020s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Audi_RS_7_Sportback_(2021)
Super Saloons;Audi;2010s;4.0L to 4.9L Displacement, V8;400 to 499 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Audi_RS_4_Avant_(2013),
Super Saloons;Audi;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Audi_RS_7_Sportback_(2013)
Super Saloons;Mercedes-AMG;2020s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Mercedes-AMG_SL_63
Super Saloons;BMW;2020s;N/A;300 to 399 bhp;300 to 399 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/BMW_i4_eDrive40,,
Super Saloons;Xpeng;2020s;N/A;400 to 499 bhp;400 to 499 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Xpeng_P7,,
Super Saloons;Hyundai;2020s;N/A;300 to 399 bhp;400 to 499 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Hyundai_IONIQ_6,,
Super Saloons;Lucid;2020s;N/A;1200 to 1299 bhp;1400 to 1499 lb⋅ft;5000 to 5499 lbs;https://forza.fandom.com/wiki/Lucid_Air_Sapphire,,
Super Saloons;Toyota;2020s;3.0L to 3.9L Displacement;300 to 399 bhp;200 to 299 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Toyota_Camry_TRD,,
Super Saloons;BMW;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/BMW_M5_(2018)
Super Saloons;Jaguar;2010s;5.0L to 5.9L Displacement, V8;500 to 599 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/Jaguar_XFR-S,
Super Saloons;BMW;2020s;3.0L to 3.9L Displacement, Twin-Turbocharged;500 to 599 bhp;400 to 499 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/BMW_M3_Competition_Sedan,
Super Saloons;Audi;2000s;4.0L to 4.9L Displacement, V8;400 to 499 bhp;300 to 399 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Audi_RS_4,
Super Saloons;Lynk;2020s;2.0L to 2.9L Displacement, Turbocharged;200 to 299 bhp;200 to 299 lb⋅ft;3500 to 3999 lbs;https://forza.fandom.com/wiki/Lynk_%26_Co_03%2B,
Super Saloons;BMW;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;500 to 599 bhp;500 to 599 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/BMW_M5_(2012)
Super Saloons;Mercedes-AMG;2010s;4.0L to 4.9L Displacement, Twin-Turbocharged, V8;600 to 699 bhp;600 to 699 lb⋅ft;4500 to 4999 lbs;https://forza.fandom.com/wiki/Mercedes-AMG_E_63_S
Super Saloons;MG;2020s;1.0L to 1.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/MG_MG6_XPower,
Super Saloons;BMW;2010s;3.0L to 3.9L Displacement, Turbocharged;300 to 399 bhp;300 to 399 lb⋅ft;3000 to 3499 lbs;https://forza.fandom.com/wiki/BMW_M2_Coup%C3%A9,
Super Saloons;BMW;2000s;5.0L to 5.9L Displacement;500 to 599 bhp;300 to 399 lb⋅ft;4000 to 4499 lbs;https://forza.fandom.com/wiki/BMW_M5_(2009),,
